# x_m, y_m, w_tr_right_m, w_tr_left_m
48.633031, 6.102150, 0.324336, 0.345276
48.677398, 6.141483, 0.322607, 0.341454
48.717766, 6.184811, 0.320994, 0.343029
48.753968, 6.231950, 0.319491, 0.349960
48.785865, 6.282696, 0.318093, 0.347282
48.813347, 6.336833, 0.316794, 0.344775
48.836335, 6.394135, 0.315590, 0.342431
48.854783, 6.454365, 0.314476, 0.340248
48.868679, 6.517285, 0.313448, 0.338217
48.878046, 6.582655, 0.312501, 0.336336
48.882943, 6.650237, 0.311632, 0.334601
48.883464, 6.719796, 0.310838, 0.333006
48.879737, 6.791110, 0.310116, 0.331548
48.871929, 6.863964, 0.309464, 0.330221
48.860234, 6.938156, 0.308879, 0.329023
48.844881, 7.013501, 0.308360, 0.327948
48.826129, 7.089827, 0.307904, 0.326993
48.804264, 7.166983, 0.300000, 0.326156
48.799862, 7.249863, 0.307179, 0.325431
48.792130, 7.335238, 0.306908, 0.324818
48.778889, 7.420437, 0.306697, 0.324315
48.755389, 7.503023, 0.306546, 0.323919
48.720439, 7.582988, 0.819729, 0.860814
48.672229, 7.658524, 0.799661, 0.855566
48.611118, 7.728958, 0.790837, 0.842511
48.540044, 7.795464, 0.797285, 0.830633
48.464559, 7.861331, 0.802195, 0.819932
48.389092, 7.927907, 0.811833, 0.813643
48.315822, 7.995931, 0.818100, 0.820226
48.244193, 8.065711, 0.820837, 0.836606
48.175636, 8.138369, 0.828054, 0.847851
48.114271, 8.217176, 0.832308, 0.855566
48.058236, 8.299990, 0.839615, 0.864299
48.006555, 8.385511, 0.850769, 0.871606
47.962979, 8.475360, 0.857941, 0.878281
47.926284, 8.568364, 0.865000, 0.881425
47.894714, 8.663186, 0.861629, 0.895136
47.866195, 8.759032, 0.870814, 0.901357
47.839591, 8.855396, 0.889615, 0.905950
47.817553, 8.952911, 0.918552, 0.914932
47.804080, 9.051729, 0.976154, 0.921086
47.809392, 9.150758, 1.026697, 0.927647
47.846209, 9.242058, 1.052919, 0.932851
47.912784, 9.315701, 1.054932, 0.935000
47.991152, 9.377679, 1.034480, 0.939457
48.068819, 9.440649, 1.000068, 0.936810
