# x_m, y_m, w_tr_right_m, w_tr_left_m
3.843882, 2.625572, 1.1, 1.1
3.923679, 2.822417, 1.1, 1.1
4.01661, 2.99147, 1.1, 1.1
4.147679, 3.164937, 1.1, 1.1
4.274831, 3.28195, 1.1, 1.1
4.404124, 3.396138, 1.1, 1.1
4.570186, 3.534259, 1.1, 1.1
4.73866, 3.607459, 1.1, 1.1
4.945371, 3.662991, 1.1, 1.1
5.150816, 3.687808, 1.1, 1.1
5.350394, 3.686658, 1.1, 1.1
5.549428, 3.667085, 1.1, 1.1
5.752922, 3.634332, 1.1, 1.1
5.950498, 3.598673, 1.1, 1.1
6.145728, 3.570417, 1.1, 1.1
6.353935, 3.558012, 1.1, 1.1
6.540171, 3.562492, 1.1, 1.1
6.739594, 3.584884, 1.1, 1.1
6.926672, 3.630957, 1.1, 1.1
7.107961, 3.702575, 1.1, 1.1
7.286051, 3.805007, 1.1, 1.1
7.440851, 3.924868, 1.1, 1.1
7.587474, 4.069842, 1.1, 1.1
7.711627, 4.225459, 1.1, 1.1
7.819063, 4.394492, 1.1, 1.1
7.909151, 4.57356, 1.1, 1.1
7.982077, 4.75882, 1.1, 1.1
8.041524, 4.949842, 1.1, 1.1
8.090141, 5.142907, 1.1, 1.1
8.130419, 5.338344, 1.1, 1.1
8.163797, 5.536304, 1.1, 1.1
8.19106, 5.733227, 1.1, 1.1
8.213739, 5.931896, 1.1, 1.1
8.232673, 6.131066, 1.1, 1.1
8.248799, 6.329702, 1.1, 1.1
8.263272, 6.529328, 1.1, 1.1
8.276963, 6.728614, 1.1, 1.1
8.290374, 6.927813, 1.1, 1.1
8.303677, 7.127402, 1.1, 1.1
8.316941, 7.326819, 1.1, 1.1
8.330128, 7.526159, 1.1, 1.1
8.343141, 7.725405, 1.1, 1.1
8.355941, 7.92538, 1.1, 1.1
8.368358, 8.124572, 1.1, 1.1
8.38038, 8.323933, 1.1, 1.1
8.391924, 8.524117, 1.1, 1.1
8.402674, 8.722732, 1.1, 1.1
8.412592, 8.92241, 1.1, 1.1
8.421567, 9.121971, 1.1, 1.1
8.429622, 9.320608, 1.1, 1.1
8.436958, 9.520268, 1.1, 1.1
8.443852, 9.719778, 1.1, 1.1
8.450682, 9.919279, 1.1, 1.1
8.45776, 10.118819, 1.1, 1.1
8.465313, 10.31849, 1.1, 1.1
8.473541, 10.518024, 1.1, 1.1
8.482589, 10.71752, 1.1, 1.1
8.492567, 10.917008, 1.1, 1.1
8.503429, 11.116331, 1.1, 1.1
8.514786, 11.315763, 1.1, 1.1
8.526165, 11.515117, 1.1, 1.1
8.537061, 11.714464, 1.1, 1.1
8.546933, 11.914077, 1.1, 1.1
8.555169, 12.113354, 1.1, 1.1
8.561041, 12.312971, 1.1, 1.1
8.56373, 12.512821, 1.1, 1.1
8.562122, 12.71224, 1.1, 1.1
8.55447, 12.911985, 1.1, 1.1
8.539051, 13.110467, 1.1, 1.1
8.513869, 13.307912, 1.1, 1.1
8.476538, 13.505268, 1.1, 1.1
8.426258, 13.697874, 1.1, 1.1
8.361987, 13.887345, 1.1, 1.1
8.28324, 14.07209, 1.1, 1.1
8.188564, 14.252623, 1.1, 1.1
8.082645, 14.421008, 1.1, 1.1
7.960354, 14.584181, 1.1, 1.1
7.822949, 14.73752, 1.1, 1.1
7.683952, 14.866547, 1.1, 1.1
7.51977, 14.991345, 1.1, 1.1
7.374498, 15.099114, 1.1, 1.1
